Post-nr	Navn	Samtlige husstande	Samtlige - ekskl. Nej tak	Samtlige - ekskl. Nej tak gratisaviser	By	By - ekskl. Nej tak	By - ekskl. Nej tak gratisaviser	Land	Land - ekskl. Nej tak	Land - ekskl. Nej tak gratisaviser	Etager	Etager - ekskl. Nej tak	Etager - ekskl. Nej tak gratisaviser	V/RH	Villa/Række - ekskl. Nej tak	Villa/Række - ekskl. Nej tak gratisaviser	Jordbrug	Jordbrug - ekskl. Nej tak	Jordbrug - ekskl. Nej tak gratisaviser	Kontor	Kontor - ekskl. Nej tak	Kontor - ekskl. Nej tak gratisaviser	Butik	Butik - ekskl. Nej tak	Butik - ekskl. Nej tak gratisaviser	Fri-hus	Fri-hus - ekskl. Nej tak	Fri-hus - ekskl. Nej tak gratisaviser
6852	Billum	371	189	338	233	117	207	138	72	131	4	4	4	305	153	273	62	32	61	3	3	3	3	1	3	0	0	0
6853	Vejers Strand	33	23	31	8	5	7	25	18	24	1	0	1	31	22	29	1	1	1	3	1	3	11	10	10	1102	1053	1071
6854	Henne	286	171	276	114	71	110	172	100	166	4	4	4	231	140	222	51	27	50	19	12	18	23	16	22	1599	1482	1536
6855	Outrup	777	406	742	498	268	478	279	138	264	4	3	4	647	358	616	126	45	122	20	16	19	9	7	9	2	2	2
6857	Blåvand	275	179	251	111	77	98	164	102	153	14	10	12	249	164	228	12	5	11	18	15	16	53	44	48	3014	2826	2887
6862	Tistrup	934	523	854	676	385	612	258	138	242	68	30	37	756	435	713	110	58	104	26	16	24	5	5	5	1	1	1
6870	Ølgod	2834	1556	2605	1995	1073	1808	839	483	797	291	158	248	2291	1266	2113	252	132	244	54	38	53	39	38	38	1	0	1
6880	Tarm	3378	1867	3208	2083	1121	1964	1295	746	1244	238	148	224	2889	1600	2742	251	119	242	93	75	91	39	34	36	452	427	435
6893	Hemmet	878	512	824	4	2	3	874	510	821	8	6	7	755	437	707	115	69	110	15	12	15	14	11	13	1624	1484	1523
6900	Skjern	6287	3586	5863	3880	2203	3590	2407	1383	2273	892	531	744	4997	2833	4727	398	222	392	237	187	227	98	83	97	354	315	323
6920	Videbæk	3938	2016	3653	2922	1457	2677	1016	559	976	193	106	178	3447	1764	3180	298	146	295	158	120	153	52	40	50	9	6	8
6933	Kibæk	2235	1342	2102	1242	745	1172	993	597	930	92	49	71	1981	1210	1876	162	83	155	51	39	51	26	25	26	20	18	19
6940	Lem St	1012	563	909	702	396	619	310	167	290	4	2	3	955	534	857	53	27	49	44	32	39	18	16	16	0	0	0
6950	Ringkøbing	6863	3547	6260	5298	2653	4796	1565	894	1464	933	566	774	5708	2873	5269	222	108	217	229	176	214	177	160	173	3551	3386	3463
6960	Hvide Sande	1661	1004	1498	1517	905	1368	144	99	130	97	34	47	1546	955	1434	18	15	17	83	73	81	57	48	57	3077	2888	2949
6971	Spjald	1395	773	1314	646	352	618	749	421	696	45	7	44	1181	673	1105	169	93	165	58	32	55	23	13	18	5	4	5
6973	Ørnhøj	571	400	528	359	244	319	212	156	209	28	9	12	473	346	447	70	45	69	13	11	12	4	4	4	1	1	1
6980	Tim	911	501	808	424	244	374	487	257	434	25	10	10	775	433	692	111	58	106	20	14	20	11	8	11	41	35	38
6990	Ulfborg	2406	1519	2273	1049	683	1007	1357	836	1266	57	46	54	2123	1347	2000	226	126	219	97	80	90	53	43	51	2204	2070	2118
7000	Fredericia	26194	12365	21760	24812	11690	20533	1382	675	1227	10280	5357	7892	15614	6878	13592	300	130	276	826	666	734	361	332	345	143	112	126
7080	Børkop	5239	2218	4181	4339	1823	3464	900	395	717	387	164	235	4676	1977	3791	176	77	155	112	81	92	54	38	45	763	668	692
7100	Vejle	30015	13223	24142	28156	12420	22497	1859	803	1645	15129	7346	11112	14372	5669	12556	514	208	474	1308	1075	1155	805	677	694	183	177	181
7120	Vejle Øst	4426	1735	3830	4160	1621	3601	266	114	229	434	168	342	3942	1548	3442	50	19	46	102	69	85	24	23	24	12	9	10
7130	Juelsminde	4339	2145	3826	1936	949	1703	2403	1196	2123	547	310	440	3520	1702	3135	272	133	251	108	70	91	65	52	60	2231	2038	2118
7140	Stouby	872	443	766	297	155	253	575	288	513	29	12	21	742	381	651	101	50	94	12	8	12	15	11	15	12	10	12
7150	Barrit	636	363	574	320	201	289	316	162	285	0	0	0	542	311	487	94	52	87	14	12	14	6	4	6	8	4	5
7160	Tørring	2554	1388	2299	1746	963	1571	808	425	728	216	142	172	2099	1111	1904	239	135	223	88	73	82	48	42	47	12	9	11
7171	Uldum	948	456	806	634	299	516	314	157	290	89	27	41	764	389	675	95	40	90	40	25	28	13	9	10	0	0	0
7173	Vonge	455	250	423	291	169	266	164	81	157	8	7	8	363	205	336	84	38	79	6	3	4	4	4	4	2	2	2
7182	Bredsten	1417	661	1224	931	451	790	486	210	434	58	35	41	1208	566	1038	151	60	145	38	31	34	8	8	8	2	2	2
7183	Randbøl	505	254	464	13	6	12	492	248	452	3	3	3	391	203	355	111	48	106	17	10	16	4	3	4	10	8	9
7184	Vandel	456	260	416	357	204	320	99	56	96	17	10	16	388	223	352	51	27	48	22	16	18	6	5	5	4	4	4
7190	Billund	3355	1739	2965	3113	1611	2747	242	128	218	410	242	349	2849	1447	2530	96	50	86	222	187	212	42	42	42	75	19	19
7200	Grindsted	6832	3838	6238	5790	3283	5257	1042	555	981	1251	739	1070	5051	2819	4649	530	280	519	276	232	266	111	102	110	4	4	4
7250	Hejnsvig	971	587	892	515	300	465	456	287	427	3	2	3	744	448	675	224	137	214	25	17	22	3	3	3	2	1	2
7260	Sønder Omme	1160	734	1110	902	591	868	258	143	242	44	34	41	993	634	949	123	66	120	35	31	34	15	14	14	8	8	8
7270	Stakroge	228	156	217	0	0	0	228	156	217	0	0	0	200	133	189	28	23	28	5	4	5	0	0	0	1	1	1
7280	Sønder Felding	940	615	868	761	500	695	179	115	173	73	39	47	819	550	774	48	26	47	34	29	32	8	6	6	2	2	2
7300	Jelling	2735	1147	2284	1647	635	1318	1088	512	966	118	82	105	2368	951	1950	249	114	229	73	56	66	37	32	35	10	10	10
7321	Gadbjerg	682	330	605	313	152	259	369	178	346	35	9	9	501	252	455	146	69	141	19	16	19	3	2	2	0	0	0
7323	Give	5273	2788	4768	3191	1701	2876	2082	1087	1892	372	229	338	4288	2230	3836	613	329	594	166	136	154	79	66	74	33	28	28
7330	Brande	4683	2490	4230	3631	1916	3223	1052	574	1007	865	440	676	3496	1888	3238	322	162	316	178	133	171	79	66	76	7	5	5
7361	Ejstrupholm	1396	762	1280	858	467	759	538	295	521	64	18	23	1175	668	1104	157	76	153	42	32	36	19	13	19	23	22	23
7362	Hampen	349	214	321	0	0	0	349	214	321	1	1	1	297	185	272	51	28	48	11	8	10	5	4	5	0	0	0
7400	Herning	28122	15233	24950	26497	14369	23437	1625	864	1513	10840	6061	8893	16817	8956	15611	465	216	446	1271	1068	1185	534	486	511	74	56	59
7430	Ikast	8142	4091	7164	7491	3763	6570	651	328	594	2023	1094	1611	6006	2938	5447	113	59	106	415	348	393	140	123	133	1	0	0
7441	Bording	1705	873	1587	1134	578	1061	571	295	526	67	37	63	1497	766	1391	141	70	133	67	51	63	23	17	21	78	76	76
7442	Engesvang	1275	617	1126	839	395	729	436	222	397	35	19	25	1179	561	1041	61	37	60	41	30	37	15	10	14	6	6	6
7451	Sunds	2647	1545	2466	2272	1319	2110	375	226	356	378	210	318	2110	1242	1996	159	93	152	79	59	75	33	28	31	113	106	109
7470	Karup J	3410	1918	3144	2401	1334	2202	1009	584	942	281	189	253	2780	1528	2560	349	201	331	117	97	113	58	45	54	11	9	9
7480	Vildbjerg	3015	1769	2833	2402	1383	2246	613	386	587	314	208	288	2472	1429	2323	229	132	222	117	94	112	37	30	34	2	1	1
7490	Aulum	2171	1200	1963	1727	952	1537	444	248	426	153	48	79	1762	1007	1637	256	145	247	97	79	91	36	28	33	3	3	3
7500	Holstebro	21317	11962	19464	19282	10790	17523	2035	1172	1941	5995	3630	5034	14579	7915	13720	743	417	710	776	597	682	451	420	443	231	228	231
7540	Haderup	891	554	835	560	354	527	331	200	308	7	7	7	730	463	683	154	84	145	28	21	26	9	7	9	16	15	15
7550	Sørvad	684	374	647	484	276	460	200	98	187	28	19	23	564	311	539	92	44	85	23	13	20	8	6	8	0	0	0
7560	Hjerm	746	437	704	499	292	472	247	145	232	35	24	30	595	342	561	116	71	113	14	10	11	7	6	7	55	55	55
7570	Vemb	1237	808	1161	653	427	599	584	381	562	62	47	57	1018	666	951	157	95	153	36	21	32	19	15	18	103	98	99
7600	Struer	8296	5085	7647	7099	4365	6519	1197	720	1128	2239	1443	1919	5683	3437	5375	374	205	353	286	234	264	184	164	177	552	513	533
7620	Lemvig	6834	4089	6374	4722	2891	4372	2112	1198	2002	1151	688	992	5295	3193	5003	388	208	379	267	206	253	155	138	154	900	808	836
7650	Bøvlingbjerg	500	316	462	277	161	246	223	155	216	18	0	0	427	284	409	55	32	53	26	20	24	6	5	6	10	9	9
7660	Bækmarksbro	634	415	593	224	144	197	410	271	396	3	2	3	553	366	514	78	47	76	17	15	17	8	7	8	7	7	7
7673	Harboøre	824	597	774	685	506	644	139	91	130	26	6	7	781	580	751	17	11	16	20	13	18	17	13	17	982	916	936
7680	Thyborøn	1061	757	1010	1043	739	992	18	18	18	32	26	31	1029	731	979	0	0	0	62	54	58	38	33	36	61	42	55
7700	Thisted	12356	7149	11291	9910	5755	8941	2446	1394	2350	2105	1305	1782	9232	5267	8523	1019	577	986	522	441	497	302	275	293	2000	1835	1902
7730	Hanstholm	1452	955	1371	1296	862	1221	156	93	150	73	32	55	1324	893	1263	55	30	53	143	130	139	35	32	34	30	27	29
7741	Frøstrup	646	333	587	364	198	326	282	135	261	15	12	13	495	247	445	136	74	129	25	17	22	9	7	9	271	248	257
7742	Vesløs	536	329	507	238	162	226	298	167	281	0	0	0	428	259	402	108	70	105	24	16	23	5	4	5	127	117	123
7752	Snedsted	2347	1413	2176	1191	747	1075	1156	666	1101	107	29	50	1824	1161	1725	416	223	401	64	51	62	30	29	30	241	214	227
7755	Bedsted Thy	1145	776	1094	467	318	443	678	458	651	55	46	51	889	601	848	201	129	195	28	25	28	7	5	7	132	117	129
7760	Hurup Thy	2479	1544	2321	1578	1008	1473	901	536	848	268	176	211	1994	1249	1899	217	119	211	86	72	82	71	63	70	433	406	414
7770	Vestervig	795	490	732	530	323	483	265	167	249	33	4	7	682	437	649	80	49	76	25	20	24	11	8	11	621	558	578
7790	Thyholm	1607	994	1507	636	395	603	971	599	904	80	35	76	1321	846	1234	206	113	197	83	67	79	42	38	41	572	526	545
7800	Skive	13372	8075	11979	12024	7251	10725	1348	824	1254	4433	2755	3684	8576	5119	7952	363	201	343	440	361	400	295	283	288	24	22	23
7830	Vinderup	3474	2238	3274	2036	1360	1923	1438	878	1351	295	189	250	2623	1714	2493	556	335	531	91	75	84	63	55	62	566	542	554
7840	Højslev	2105	1289	1983	1221	775	1153	884	514	830	77	53	70	1783	1112	1681	245	124	232	57	46	55	25	23	24	690	662	676
7850	Stoholm Jyll	1645	898	1551	1163	632	1108	482	266	443	31	22	30	1434	769	1349	180	107	172	52	43	50	27	23	26	0	0	0
7860	Spøttrup	3389	2305	3190	2122	1418	2003	1267	887	1187	56	27	31	2870	1958	2711	463	320	448	96	78	90	44	39	43	918	894	907
7870	Roslev	5037	3338	4776	3065	1993	2889	1972	1345	1887	227	139	198	4199	2799	3986	611	400	592	147	116	138	57	48	56	1051	1022	1036
7884	Fur	435	304	414	63	46	61	372	258	353	13	10	12	379	265	361	43	29	41	26	25	25	10	9	10	469	444	452
7900	Nykøbing M	7157	4847	6710	5228	3551	4841	1929	1296	1869	1300	878	1121	5390	3671	5137	467	298	452	269	235	255	175	164	171	256	217	236
7950	Erslev	1540	909	1476	720	444	690	820	465	786	1	1	1	1317	788	1258	222	120	217	48	36	47	21	15	21	62	53	55
7960	Karby	465	315	418	94	55	68	371	260	350	27	3	3	327	236	308	111	76	107	12	10	11	5	3	5	23	21	22
7970	Redsted M	353	229	338	167	121	157	186	108	181	1	0	0	258	175	246	94	54	92	11	7	11	1	1	1	15	15	15
7980	Vils	311	204	308	196	135	194	115	69	114	2	2	2	250	168	247	59	34	59	10	7	10	4	3	4	0	0	0
7990	Øster Assels	581	404	557	109	89	106	472	315	451	4	4	4	421	293	403	156	107	150	21	16	21	7	6	6	222	212	218
8000	Aarhus C	41460	19014	28199	41460	19014	28199	0	0	0	39970	18466	27126	1490	548	1073	0	0	0	2046	1674	1791	1590	1464	1498	89	86	88
8200	Aarhus N	17308	6849	11477	17079	6733	11296	229	116	181	13103	5447	8235	4167	1383	3207	38	19	35	544	463	481	239	222	225	243	231	237
8210	Aarhus V	12994	5333	8891	12994	5333	8891	0	0	0	9285	4100	5943	3709	1233	2948	0	0	0	269	222	237	107	104	106	359	348	352
8220	Brabrand	8992	4671	7245	8817	4600	7090	175	71	155	5795	3704	4652	3166	956	2566	31	11	27	346	301	321	71	67	68	17	16	16
8230	Åbyhøj	5398	2081	4061	5397	2080	4060	1	1	1	2792	1289	2004	2606	792	2057	0	0	0	377	332	346	89	77	87	525	507	516
8240	Risskov	12159	4172	9061	12159	4172	9061	0	0	0	4812	2071	3255	7345	2101	5804	2	0	2	434	350	372	139	128	131	153	138	145
8250	Egå	4833	1952	4036	3978	1430	3275	855	522	761	542	223	378	4268	1718	3638	23	11	20	165	140	155	58	53	55	386	340	360
8260	Viby J	14450	5883	10415	14055	5681	10067	395	202	348	8558	3758	5628	5853	2108	4752	39	17	35	552	471	501	154	142	146	932	914	918
8270	Højbjerg	10929	3757	8093	10869	3727	8044	60	30	49	3407	1410	2330	7512	2343	5756	10	4	7	330	267	292	92	83	90	36	36	36
8300	Odder	9772	4880	8947	6777	3322	6143	2995	1558	2804	2378	1240	1997	6968	3427	6541	426	213	409	309	252	291	152	132	136	1681	1489	1592
8305	Samsø	2226	1454	2023	767	520	680	1459	934	1343	72	55	60	1957	1283	1777	197	116	186	99	84	93	67	58	64	1427	1259	1351
8310	Tranbjerg J	3982	1830	3400	3676	1651	3136	306	179	264	151	110	146	3786	1703	3219	45	17	35	73	67	68	29	28	29	0	0	0
8320	Mårslet	2483	914	2014	1995	731	1623	488	183	391	60	33	35	2348	847	1913	75	34	66	40	26	34	14	12	13	0	0	0
8330	Beder	2119	705	1760	1900	620	1578	219	85	182	305	125	203	1765	561	1512	49	19	45	38	29	36	20	17	18	131	119	124
8340	Malling	2320	866	1935	1896	695	1565	424	171	370	34	21	28	2221	813	1848	65	32	59	49	42	45	17	13	15	406	364	387
8350	Hundslund	562	309	524	13	9	12	549	300	512	0	0	0	496	276	461	66	33	63	6	5	6	1	1	1	12	12	12
8355	Solbjerg	1974	858	1484	1623	701	1203	351	157	281	148	67	84	1726	749	1316	100	42	84	39	23	35	19	19	19	0	0	0
8361	Hasselager	3476	1507	2723	3199	1388	2500	277	119	223	150	82	112	3257	1396	2549	69	29	62	200	163	179	28	21	25	1	0	1
8362	Hørning	3770	1800	3309	3298	1605	2890	472	195	419	639	355	501	3003	1390	2688	128	55	120	136	113	124	52	49	50	11	9	10
8370	Hadsten	5555	2804	5099	3920	1919	3582	1635	885	1517	763	438	653	4430	2181	4106	362	185	340	222	190	212	81	76	80	1	1	1
8380	Trige	1958	969	1540	1619	805	1247	339	164	293	522	294	375	1344	634	1078	92	41	87	48	35	44	10	10	10	0	0	0
8381	Tilst	5146	2430	4154	4839	2285	3906	307	145	248	1155	664	902	3939	1745	3208	52	21	44	149	122	135	53	50	52	0	0	0
8382	Hinnerup	5687	2467	4945	4557	1957	3922	1130	510	1023	440	206	295	5016	2162	4434	231	99	216	217	180	202	68	57	64	1	0	0
8400	Ebeltoft	5660	3113	5225	3883	2134	3554	1777	979	1671	830	501	706	4651	2511	4346	179	101	173	191	155	176	152	138	147	4670	4127	4341
8410	Rønde	3550	1796	3272	2582	1273	2374	968	523	898	176	117	157	3194	1588	2945	180	91	170	143	104	123	82	75	81	790	735	761
8420	Knebel	1597	888	1488	196	113	177	1401	775	1311	9	8	9	1407	779	1305	181	101	174	82	57	79	28	20	25	2399	2168	2275
8444	Balle	498	320	468	83	65	79	415	255	389	4	2	4	449	294	421	45	24	43	9	5	7	2	1	2	12	8	9
8450	Hammel	4576	2440	4095	3383	1819	3024	1193	621	1071	775	390	532	3593	1940	3365	208	110	198	165	136	155	85	78	84	1	0	0
8462	Harlev J	1950	798	1662	1547	630	1311	403	168	351	72	9	14	1795	750	1568	83	39	80	54	39	49	22	18	20	0	0	0
8464	Galten	5069	2171	4499	3946	1680	3489	1123	491	1010	245	107	195	4599	1955	4093	225	109	211	178	135	162	66	61	62	2	1	1
8471	Sabro	2327	1079	1909	1283	593	1034	1044	486	875	52	29	36	2094	960	1711	181	90	162	53	44	46	6	6	6	1	1	1
8472	Sporup	425	202	380	2	2	2	423	200	378	0	0	0	344	157	303	81	45	77	8	5	6	0	0	0	1	1	1
8500	Grenaa	10135	6265	9241	8525	5275	7707	1610	990	1534	2833	1816	2308	6953	4244	6593	349	205	340	479	419	463	222	214	221	1038	932	967
8520	Lystrup	5042	1952	4155	4991	1932	4111	51	20	44	671	379	509	4349	1567	3625	22	6	21	195	169	179	37	35	35	0	0	0
8530	Hjortshøj	2405	832	2009	1866	627	1543	539	205	466	79	29	41	2232	768	1881	94	35	87	49	35	44	8	8	8	0	0	0
8541	Skødstrup	3920	1542	3161	3648	1420	2937	272	122	224	390	202	264	3480	1323	2853	50	17	44	81	68	76	40	32	35	1	1	1
8543	Hornslet	3428	1843	3125	2630	1420	2396	798	423	729	266	165	219	2996	1589	2750	166	89	156	116	84	103	56	45	53	50	43	48
8544	Mørke	1652	950	1525	887	506	812	765	444	713	57	38	49	1412	802	1298	183	110	178	45	30	36	10	10	10	2	2	2
8550	Ryomgård	1825	999	1646	1183	684	1111	642	315	535	124	40	58	1589	899	1482	112	60	106	70	46	62	28	23	27	9	7	7
8560	Kolind	1574	942	1476	877	532	830	697	410	646	96	67	89	1309	777	1225	169	98	162	64	54	61	34	31	33	90	78	84
8570	Trustrup	941	600	873	609	398	553	332	202	320	75	60	67	768	485	710	98	55	96	22	16	21	9	7	9	4	3	3
8581	Nimtofte	526	326	494	286	199	268	240	127	226	16	15	15	378	240	350	132	71	129	18	10	14	8	4	7	36	32	35
8585	Glesborg	1500	900	1396	761	445	685	739	455	711	65	4	28	1316	836	1252	119	60	116	40	34	37	33	29	33	2138	2020	2075
8586	Ørum Djurs	913	571	869	351	234	333	562	337	536	0	0	0	723	463	685	190	108	184	48	34	45	9	8	9	3	2	3
8592	Anholt	116	110	112	1	1	1	115	109	111	0	0	0	116	110	112	0	0	0	10	9	9	8	7	7	348	337	343
8600	Silkeborg	29550	13648	26119	26836	12389	23653	2714	1259	2466	9124	4478	7391	19843	8879	18184	583	291	544	1062	862	957	556	524	541	343	294	312
8620	Kjellerup	5562	3101	5048	3743	2099	3361	1819	1002	1687	716	383	571	4042	2263	3729	804	455	748	179	142	164	88	70	82	7	6	6
8632	Lemming	467	228	420	5	3	5	462	225	415	0	0	0	363	166	325	104	62	95	7	5	6	1	1	1	1	0	1
8641	Sorring	635	290	565	447	210	401	188	80	164	3	1	2	571	260	505	61	29	58	16	9	10	7	7	7	0	0	0
8643	Ans By	1352	755	1214	947	549	850	405	206	364	147	71	129	1118	650	1004	87	34	81	60	38	51	13	10	12	121	109	114
8653	Them	1698	859	1524	1311	682	1176	387	177	348	134	65	90	1435	739	1314	129	55	120	95	76	86	15	13	14	8	6	6
8654	Bryrup	1094	492	973	634	312	582	460	180	391	27	19	22	973	431	862	94	42	89	35	26	32	10	8	10	50	42	46
8660	Skanderborg	12504	5430	11372	9646	4154	8722	2858	1276	2650	3011	1372	2517	9012	3834	8398	481	224	457	494	390	467	186	167	177	91	81	86
8670	Låsby	1043	500	901	838	392	716	205	108	185	87	33	55	887	428	783	69	39	63	42	31	35	12	9	11	1	1	1
8680	Ry	4035	1331	3542	3240	1063	2871	795	268	671	344	132	258	3519	1130	3129	172	69	155	148	108	135	65	62	62	100	81	90
8700	Horsens	35056	16679	28530	33025	15645	26684	2031	1034	1846	14488	7186	10339	20131	9285	17782	437	208	409	1154	956	1041	612	556	574	173	165	168
8721	Daugård	688	300	584	445	190	374	243	110	210	16	2	16	595	260	500	77	38	68	24	19	19	3	2	3	18	16	16
8722	Hedensted	3919	1735	3254	3442	1513	2836	477	222	418	494	221	368	3288	1453	2763	137	61	123	258	212	228	88	78	84	0	0	0
8723	Løsning	3176	1592	2826	2551	1262	2263	625	330	563	306	166	238	2703	1337	2434	167	89	154	126	105	114	28	21	25	0	0	0
8732	Hovedgård	1414	678	1233	933	445	808	481	233	425	78	53	69	1223	573	1061	113	52	103	47	35	39	16	13	15	1	1	1
8740	Brædstrup	3817	1940	3520	2007	1024	1828	1810	916	1692	553	262	444	2931	1517	2757	333	161	319	188	127	173	61	54	59	54	47	48
8751	Gedved	1216	569	1067	1021	479	897	195	90	170	99	38	59	1069	512	965	48	19	43	30	24	28	8	7	7	0	0	0
8752	Østbirk	1607	795	1465	971	477	880	636	318	585	109	73	99	1356	649	1229	142	73	137	59	48	56	27	20	25	2	2	2
8762	Flemming	430	228	386	1	1	1	429	227	385	0	0	0	322	166	280	108	62	106	8	4	7	2	1	2	0	0	0
8763	Rask Mølle	728	371	644	504	244	437	224	127	207	29	18	27	614	301	533	85	52	84	17	12	14	8	7	7	1	0	0
8765	Klovborg	466	267	396	289	170	233	177	97	163	10	6	8	401	231	336	55	30	52	8	6	7	4	3	4	2	2	2
8766	Nørre Snede	1293	726	1154	976	543	851	317	183	303	80	52	66	1095	609	973	118	65	115	57	41	52	20	17	20	4	4	4
8781	Stenderup	337	164	305	6	4	6	331	160	299	0	0	0	282	132	251	55	32	54	7	5	6	3	3	3	0	0	0
8783	Hornsyld	1440	789	1240	853	471	707	587	318	533	173	94	112	1184	653	1048	83	42	80	62	47	55	18	12	16	1	1	1
8789	Endelave	93	81	85	7	6	6	86	75	79	5	5	5	68	58	61	20	18	19	4	4	4	1	1	1	199	180	184
8799	Tunø	68	64	67	3	3	3	65	61	64	0	0	0	55	53	54	13	11	13	1	1	1	2	2	2	129	126	127
8800	Viborg	24675	11679	21241	22359	10485	19102	2316	1194	2139	9396	4637	7143	14442	6603	13295	837	439	803	878	735	817	505	467	493	27	25	26
8830	Tjele	4004	2111	3702	2230	1168	2059	1774	943	1643	103	55	86	3145	1656	2902	756	400	714	101	61	88	29	23	29	11	8	10
8831	Løgstrup	1390	712	1311	815	416	766	575	296	545	14	7	11	1197	616	1127	179	89	173	30	26	28	14	11	14	123	108	114
8832	Skals	1637	879	1549	1037	564	972	600	315	577	64	39	60	1340	726	1267	233	114	222	65	41	61	14	9	13	115	109	112
8840	Rødkærsbro	1244	683	1136	799	440	722	445	243	414	159	106	130	940	494	866	145	83	140	34	26	31	12	11	12	3	3	3
8850	Bjerringbro	5390	2955	4977	3973	2214	3663	1417	741	1314	842	490	736	4100	2228	3815	448	237	426	187	131	171	81	74	78	59	49	52
8860	Ulstrup	1913	1116	1762	1153	666	1056	760	450	706	59	44	56	1602	925	1464	252	147	242	48	35	44	19	14	17	12	10	10
8870	Langå	3505	1894	3154	2575	1374	2304	930	520	850	332	184	250	2905	1574	2659	268	136	245	102	82	92	40	30	37	0	0	0
8881	Thorsø	1273	787	1163	1007	624	913	266	163	250	68	42	61	996	615	906	209	130	196	57	47	54	17	15	16	0	0	0
8882	Fårvang	975	588	876	623	399	563	352	189	313	91	65	86	775	465	690	109	58	100	36	30	32	9	8	9	302	290	294
8883	Gjern	884	444	820	651	327	598	233	117	222	55	48	52	724	345	668	105	51	100	43	33	40	6	5	6	28	25	25
8900	Randers C	9478	4977	7354	9475	4976	7352	3	1	2	8753	4620	6723	725	357	631	0	0	0	388	350	366	460	443	449	0	0	0
8920	Randers NV	10812	5758	9363	9623	5058	8240	1189	700	1123	3570	1857	2609	6855	3695	6388	387	206	366	267	217	252	100	86	94	383	382	383
8930	Randers NØ	9264	5154	8013	7902	4380	6746	1362	774	1267	4693	2653	3785	4382	2396	4046	189	105	182	224	197	215	54	48	50	284	281	283
8940	Randers SV	4149	2185	3634	3574	1855	3099	575	330	535	1245	636	936	2787	1479	2586	117	70	112	285	246	260	64	60	61	33	33	33
8950	Ørsted	1603	1062	1507	756	494	699	847	568	808	74	35	56	1354	917	1282	175	110	169	36	23	31	25	22	24	490	467	478
8960	Randers SØ	6712	3610	5931	5475	2908	4841	1237	702	1090	1290	681	987	5170	2796	4708	252	133	236	291	247	264	143	139	140	12	11	11
8961	Allingåbro	2141	1438	1992	1424	949	1307	717	489	685	167	94	119	1785	1221	1688	189	123	185	86	67	81	25	23	25	493	456	476
8963	Auning	2033	1324	1917	1521	990	1427	512	334	490	92	62	79	1841	1193	1740	100	69	98	89	73	85	45	45	45	7	6	6
8970	Havndal	1619	1054	1500	578	374	535	1041	680	965	108	62	88	1245	828	1166	266	164	246	48	26	43	23	19	21	50	46	48
8981	Spentrup	1893	1168	1789	997	626	950	896	542	839	8	6	7	1763	1092	1668	122	70	114	60	45	56	28	21	26	0	0	0
8983	Gjerlev J	1510	945	1377	239	129	175	1271	816	1202	16	15	15	1282	799	1157	212	131	205	30	18	28	15	14	15	4	3	3
8990	Fårup	1296	837	1222	700	455	651	596	382	571	65	47	49	1057	679	1005	174	111	168	46	38	44	13	9	12	4	3	4
9000	Aalborg	45396	21721	33537	45146	21580	33309	250	141	228	34704	16993	24302	10618	4686	9163	74	42	72	1238	1034	1114	830	754	788	708	692	698
9200	Aalborg SV	4571	2468	3987	4372	2340	3800	199	128	187	1133	714	916	3417	1741	3051	21	13	20	249	221	229	159	155	157	73	70	70
9210	Aalborg SØ	6909	3397	5575	6883	3382	5553	26	15	22	2807	1411	2041	4087	1978	3521	15	8	13	98	87	91	53	47	50	96	92	93
9220	Aalborg Øst	8179	4395	6390	7740	4144	5993	439	251	397	4456	2440	3232	3710	1949	3147	13	6	11	300	270	278	24	24	24	208	192	203
9230	Svenstrup J	4667	2427	4079	4116	2109	3581	551	318	498	214	82	115	4168	2183	3702	285	162	262	170	140	159	37	35	36	5	3	3
9240	Nibe	5537	3300	5288	3185	1920	3044	2352	1380	2244	433	249	406	4400	2648	4192	704	403	690	142	117	137	87	77	84	279	249	267
9260	Gistrup	3025	1519	2624	2183	1079	1870	842	440	754	168	112	125	2687	1317	2342	170	90	157	54	41	49	10	10	10	96	85	90
9270	Klarup	1931	1047	1712	1787	973	1584	144	74	128	66	28	44	1817	995	1626	48	24	42	36	27	32	14	13	14	0	0	0
9280	Storvorde	3412	2052	3144	2190	1287	1987	1222	765	1157	46	32	38	3100	1868	2845	266	152	261	49	38	46	23	21	23	709	666	679
9293	Kongerslev	1153	799	1104	674	491	647	479	308	457	39	33	37	978	680	934	136	86	133	18	12	17	9	8	9	3	2	3
9300	Sæby	6284	3924	5942	5305	3280	5000	979	644	942	685	397	577	5240	3308	5016	359	219	349	160	138	152	119	106	119	1202	1126	1160
9310	Vodskov	4801	2443	4263	4332	2191	3838	469	252	425	449	193	278	4203	2162	3838	149	88	147	130	85	119	58	48	54	1	1	1
9320	Hjallerup	2819	1647	2655	2146	1262	2019	673	385	636	213	114	180	2345	1395	2224	261	138	251	68	54	64	39	35	37	1	1	1
9330	Dronninglund	3824	2295	3617	2504	1514	2367	1320	781	1250	380	259	347	2952	1744	2796	492	292	474	118	100	114	55	53	55	20	18	18
9340	Asaa	990	697	927	645	455	602	345	242	325	59	50	57	811	563	753	120	84	117	11	9	11	11	10	11	115	110	113
9352	Dybvad	827	571	788	355	259	342	472	312	446	44	39	42	586	399	553	197	133	193	20	14	20	12	11	11	3	0	2
